Date,IndividualLong,IndividualShort,EntityLong,EntityShort,Total,AllShorts,AllLong,AllIndividual,AllEntity,RatioIndividualPos,RatioEntityPos,RatioEntityShort,RatioEntityLong,RatioIndividualShort,RatioIndividualLong,Open,High,Low,Close,Adj Close,Volume
2020-05-07,-0.6874441484518269,-0.732788988876084,-0.9634464409501681,-0.9662037281791556,-0.9338364713307382,-0.9338364713307382,-0.9338364713307382,-0.6955580142906719,-0.9757735676673268,-0.257332038651974,-0.7426679613480259,-0.49911894341999447,-0.7029990921513813,-0.5008810565800057,-0.29700090784861866,-0.6876466823127799,-0.6865280296582388,-0.6869429168046214,-0.6905484085903333,-0.6897992576891628,-0.9867273416761472
2020-05-08,-0.662938289068555,-0.6657643299087038,-0.9489240194875885,-0.959839601594468,-0.9078465615310134,-0.9078465615310134,-0.9078465615310134,-0.6489870059721127,-0.9649755639576938,-0.21973474155272846,-0.7802652584472713,-0.5792804145221966,-0.6979841675307217,-0.4207195854778036,-0.3020158324692783,-0.6842329848517175,-0.6758298112105937,-0.6797880148540968,-0.673279347107308,-0.6725754427670662,-0.9562950322335988
2020-05-12,-0.6694265978307364,-0.6718518336888736,-0.958362743321605,-0.9713825771593516,-0.9203701308119593,-0.9203701308119593,-0.9203701308119593,-0.6561396019462727,-0.9756012960797528,-0.20672460795447775,-0.7932753920455221,-0.5869987127397917,-0.7101209203268322,-0.41300128726020846,-0.2898790796731678,-0.6623995448403385,-0.6638563084446862,-0.6849193081721497,-0.6899775305247787,-0.689229886918388,-0.9745923397800531
2020-05-13,-0.5823119470432031,-0.7931409329050503,-0.9634172940932437,-0.894159785148609,-0.8851524310169777,-0.8851524310169777,-0.8851524310169777,-0.6502742118858547,-0.9406667296698282,-0.2677896650960734,-0.7322103349039264,-0.34639112165460423,-0.7947681410107093,-0.6536088783453959,-0.20523185898929072,-0.6860820709764597,-0.6843317066656759,-0.7053722097074876,-0.7013237320776755,-0.7005463696621562,-0.9684300341296929
2020-05-14,-0.5741592092056057,-0.796563927780366,-0.9341902833123071,-0.857174577328526,-0.8518981846263608,-0.8518981846263608,-0.8518981846263608,-0.6462042308636113,-0.907159004615282,-0.31995452722985546,-0.6800454727701443,-0.31545572787894693,-0.7460971406824167,-0.6845442721210531,-0.2539028593175833,-0.7080577483820496,-0.6851818962111842,-0.7107925899730365,-0.6826988351889582,-0.681970274223315,-0.9606560485400076
2020-05-15,-0.6368283520458078,-0.7538467825646307,-0.9397515036134816,-0.9083334214449602,-0.8865107272078683,-0.8865107272078683,-0.8865107272078683,-0.670203760412719,-0.9350255433185791,-0.3020690124997677,-0.6979309875002322,-0.4101643015756287,-0.7045114972086408,-0.5898356984243713,-0.29548850279135924,-0.7036483891615105,-0.6933295460223046,-0.7039267749700079,-0.6909052073813049,-0.6901551464816668,-0.959613196814562
2020-05-18,-0.6328822151729863,-0.6217901249703717,-0.9250046513525841,-0.9330228279602863,-0.8698093681276681,-0.8698093681276681,-0.8698093681276681,-0.6088476711954826,-0.9392342231800305,-0.22216062217838392,-0.7778393778216159,-0.5975309008797312,-0.6820784101848523,-0.4024690991202688,-0.31792158981514784,-0.6748453168337956,-0.6636437610583091,-0.669380884744243,-0.6640739383002408,-0.6633941787844738,-0.9379029199848312
2020-05-19,-0.6023613293409623,-0.7104872128092588,-0.9509570127580651,-0.917341425505144,-0.8818625318013791,-0.8818625318013791,-0.8818625318013791,-0.6273128687195169,-0.9453530833652856,-0.23196078894291586,-0.7680392110570841,-0.47409588370353734,-0.7544343922402627,-0.5259041162964627,-0.2455656077597375,-0.6632529692056041,-0.6522370513227405,-0.6586846676868929,-0.6632889809601034,-0.6626112405400424,-0.9642586272279106
2020-05-20,-0.5897161153157121,-0.5861412843586788,-0.9073018220186044,-0.9037329371834589,-0.8319755271482836,-0.8319755271482836,-0.8319755271482836,-0.5634164898845798,-0.9155835745092642,-0.2151117072949458,-0.7848882927050539,-0.6014713934335382,-0.6888213168751907,-0.3985286065664619,-0.3111786831248094,-0.6494559419671431,-0.6373587342763466,-0.6436521464171041,-0.6385985046248687,-0.6379854346071016,-0.9550625711035268
2020-05-21,-0.5791704959829237,-0.7115056109980465,-0.9574761930901546,-0.9125273586601393,-0.877705812253282,-0.877705812253282,-0.877705812253282,-0.6118634937367595,-0.946463964723723,-0.21203637456377059,-0.7879636254362293,-0.4679532360926397,-0.7854675235974397,-0.5320467639073603,-0.21453247640256035,-0.6389303747955337,-0.6404760959432101,-0.653625646105714,-0.6583651576446953,-0.6577003285844162,-0.9416003033750474
